income,C50_PV,C50_prob1,rf_PV,rf_prob1
<=50K,<=50K,0.0515902504944718,<=50K,0.156
<=50K,<=50K,0.223917476691331,<=50K,0.104
>50K,<=50K,0.390631397342524,<=50K,0.024
<=50K,<=50K,0.390631397342524,<=50K,0.334
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.088
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.109654230217064,<=50K,0.388
<=50K,<=50K,0.0515902504944718,<=50K,0.24
>50K,<=50K,0.0515902504944718,<=50K,0.49
>50K,>50K,0.98591203818769,>50K,0.968
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.106
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.01
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.18
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.056
<=50K,<=50K,0.223917476691331,<=50K,0.002
<=50K,<=50K,0.183296057386182,<=50K,0.012
<=50K,>50K,0.705533577111178,>50K,0.712
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.136
<=50K,<=50K,0.0515902504944718,<=50K,0.05
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,<=50K,0.014
<=50K,<=50K,0.282552450465376,<=50K,0.07
>50K,<=50K,0.223917476691331,<=50K,0.014
>50K,<=50K,0.41931841562468,>50K,0.572
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,1
>50K,>50K,0.705533577111178,>50K,0.718
<=50K,<=50K,0.282552450465376,<=50K,0.116
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.109654230217064,<=50K,0.218
>50K,>50K,0.705533577111178,>50K,0.802
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.390631397342524,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.994
<=50K,<=50K,0.223917476691331,<=50K,0.01
>50K,<=50K,0.0515902504944718,>50K,0.814
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.183296057386182,<=50K,0.01
>50K,>50K,0.705533577111178,>50K,0.802
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.932
<=50K,<=50K,0.0515902504944718,<=50K,0.02
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.223917476691331,<=50K,0.014
<=50K,<=50K,0.109654230217064,<=50K,0.028
>50K,<=50K,0.390631397342524,<=50K,0.022
>50K,<=50K,0.109654230217064,>50K,0.616
<=50K,<=50K,0.0515902504944718,>50K,0.636
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.024
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.98
<=50K,<=50K,0.223917476691331,<=50K,0.106
>50K,<=50K,0.390631397342524,<=50K,0.13
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.868
>50K,<=50K,0.390631397342524,<=50K,0.47
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.15
<=50K,<=50K,0.0515902504944718,<=50K,0.058
>50K,<=50K,0.419935791952983,>50K,0.806
>50K,<=50K,0.223917476691331,<=50K,0.092
<=50K,<=50K,0.0515902504944718,<=50K,0.06
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.55
<=50K,<=50K,0.0515902504944718,<=50K,0.088
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.532826714195455,>50K,0.592
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.595706978359167,>50K,0.864
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,>50K,0.636
>50K,>50K,0.705533577111178,>50K,0.95
<=50K,<=50K,0.0515902504944718,<=50K,0.036
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.066
<=50K,<=50K,0.0515902504944718,<=50K,0.056
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.006
>50K,>50K,0.98591203818769,>50K,0.992
>50K,<=50K,0.0515902504944718,<=50K,0.424
<=50K,<=50K,0.109654230217064,<=50K,0.092
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.390631397342524,<=50K,0.06
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.524
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.419935791952983,<=50K,0.372
<=50K,<=50K,0.0515902504944718,<=50K,0.17
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.988
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.36
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,<=50K,0.390631397342524,>50K,0.518
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.390631397342524,<=50K,0.402
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.11
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.018
<=50K,<=50K,0.223917476691331,<=50K,0.044
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.056
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,>50K,0.705533577111178,>50K,0.914
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.984
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.048
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.936
>50K,>50K,0.98591203818769,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,>50K,0.705533577111178,>50K,0.628
>50K,>50K,0.98591203818769,>50K,0.986
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,<=50K,0.112
<=50K,<=50K,0.0515902504944718,<=50K,0.02
>50K,<=50K,0.390631397342524,>50K,0.876
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,>50K,0.584
<=50K,<=50K,0.0515902504944718,<=50K,0.032
>50K,>50K,0.705533577111178,>50K,0.97
>50K,<=50K,0.0515902504944718,>50K,0.7
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0.05
<=50K,<=50K,0.223917476691331,<=50K,0.086
<=50K,<=50K,0.0515902504944718,<=50K,0.058
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.183296057386182,>50K,0.656
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.994
<=50K,<=50K,0.0515902504944718,<=50K,0.174
<=50K,<=50K,0.0515902504944718,<=50K,0.028
>50K,>50K,0.595706978359167,>50K,0.77
<=50K,<=50K,0.282552450465376,<=50K,0.038
>50K,<=50K,0.0515902504944718,>50K,0.622
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.086
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.814
<=50K,>50K,0.705533577111178,>50K,0.622
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,<=50K,0.49
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,<=50K,0.454
>50K,>50K,0.705533577111178,>50K,0.898
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,>50K,0.986
>50K,>50K,0.705533577111178,>50K,0.928
>50K,>50K,0.705533577111178,>50K,0.728
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.284
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,>50K,0.595706978359167,>50K,0.802
<=50K,<=50K,0.390631397342524,<=50K,0.294
>50K,<=50K,0.390631397342524,<=50K,0.5
<=50K,<=50K,0.0515902504944718,<=50K,0.024
<=50K,<=50K,0.0515902504944718,<=50K,0.086
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.223917476691331,<=50K,0.232
>50K,<=50K,0.0515902504944718,>50K,0.51
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.012
>50K,>50K,0.532826714195455,>50K,0.736
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.02
<=50K,<=50K,0.390631397342524,<=50K,0.136
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,<=50K,0.478
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.13
>50K,>50K,0.532826714195455,>50K,0.826
<=50K,<=50K,0.0515902504944718,<=50K,0.182
>50K,<=50K,0.390631397342524,>50K,0.754
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.012
>50K,>50K,0.705533577111178,>50K,0.996
<=50K,>50K,0.705533577111178,>50K,0.982
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,<=50K,0.482
<=50K,<=50K,0.0515902504944718,<=50K,0.02
<=50K,<=50K,0.282552450465376,<=50K,0.016
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,>50K,0.904
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,<=50K,0.334
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,>50K,0.536
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.002
<=50K,<=50K,0.109654230217064,<=50K,0.086
<=50K,<=50K,0.223917476691331,<=50K,0.066
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.632
<=50K,<=50K,0.0515902504944718,<=50K,0.048
>50K,>50K,0.705533577111178,>50K,0.998
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.954
>50K,>50K,0.705533577111178,>50K,0.78
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.934
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,<=50K,0.02
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,>50K,0.705533577111178,>50K,0.916
<=50K,<=50K,0.223917476691331,<=50K,0.014
>50K,>50K,0.705533577111178,>50K,0.998
<=50K,<=50K,0.223917476691331,<=50K,0.304
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.05
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0.024
<=50K,<=50K,0.223917476691331,<=50K,0.224
>50K,>50K,0.98591203818769,>50K,1
>50K,>50K,0.705533577111178,>50K,0.978
<=50K,>50K,0.705533577111178,>50K,0.97
<=50K,<=50K,0.0515902504944718,<=50K,0.074
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.976
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.07
<=50K,<=50K,0.109654230217064,<=50K,0.032
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,>50K,0.532826714195455,>50K,0.7
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.109654230217064,<=50K,0.062
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,1
<=50K,>50K,0.705533577111178,<=50K,0.286
>50K,<=50K,0.390631397342524,>50K,0.716
<=50K,<=50K,0.183296057386182,<=50K,0.11
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.018
<=50K,<=50K,0.419935791952983,<=50K,0.228
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.96
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.024
<=50K,<=50K,0.109654230217064,<=50K,0.01
<=50K,<=50K,0.223917476691331,<=50K,0.066
>50K,<=50K,0.109654230217064,>50K,0.59
>50K,<=50K,0.390631397342524,>50K,0.538
<=50K,<=50K,0.0515902504944718,<=50K,0.024
>50K,>50K,0.705533577111178,>50K,0.992
<=50K,<=50K,0.223917476691331,<=50K,0.008
>50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.223917476691331,<=50K,0
>50K,<=50K,0.390631397342524,>50K,0.516
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.868
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,<=50K,0.4
>50K,>50K,0.705533577111178,>50K,0.994
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.532826714195455,>50K,0.826
>50K,>50K,0.595706978359167,>50K,0.726
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,>50K,0.705533577111178,>50K,0.634
>50K,<=50K,0.419935791952983,<=50K,0.32
<=50K,<=50K,0.223917476691331,<=50K,0.036
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,<=50K,0.318
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,>50K,0.87
<=50K,<=50K,0.183296057386182,<=50K,0.004
>50K,>50K,0.705533577111178,>50K,0.73
>50K,<=50K,0.223917476691331,<=50K,0.088
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,>50K,0.734
<=50K,<=50K,0.390631397342524,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.044
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.894
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.096
>50K,<=50K,0.0515902504944718,<=50K,0.386
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0.022
<=50K,<=50K,0.419935791952983,<=50K,0.26
<=50K,<=50K,0.183296057386182,<=50K,0.018
>50K,<=50K,0.390631397342524,>50K,0.5
<=50K,<=50K,0.0515902504944718,<=50K,0.004
>50K,<=50K,0.390631397342524,<=50K,0.45
<=50K,<=50K,0.0515902504944718,<=50K,0.486
>50K,<=50K,0.0515902504944718,>50K,0.86
<=50K,<=50K,0.419935791952983,<=50K,0.026
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.948
>50K,<=50K,0.390631397342524,<=50K,0.44
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.918
<=50K,<=50K,0.0515902504944718,<=50K,0.01
>50K,<=50K,0.390631397342524,<=50K,0.498
>50K,>50K,0.98591203818769,>50K,0.998
<=50K,<=50K,0.223917476691331,<=50K,0.426
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,>50K,0.662
>50K,>50K,0.595706978359167,>50K,0.596
<=50K,<=50K,0.41931841562468,<=50K,0.43
<=50K,<=50K,0.109654230217064,<=50K,0.086
>50K,<=50K,0.223917476691331,>50K,0.696
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.086
>50K,>50K,0.705533577111178,>50K,0.918
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.106
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.298
>50K,<=50K,0.390631397342524,>50K,0.652
<=50K,<=50K,0.109654230217064,<=50K,0.06
<=50K,<=50K,0.0515902504944718,<=50K,0.266
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.038
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.172
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.998
<=50K,<=50K,0.390631397342524,<=50K,0.006
>50K,>50K,0.705533577111178,>50K,0.894
>50K,>50K,0.98591203818769,>50K,0.996
>50K,<=50K,0.282552450465376,<=50K,0.256
<=50K,<=50K,0.0515902504944718,<=50K,0.178
<=50K,>50K,0.705533577111178,>50K,0.854
<=50K,<=50K,0.109654230217064,<=50K,0.028
<=50K,<=50K,0.0515902504944718,<=50K,0.01
>50K,>50K,0.705533577111178,>50K,0.992
>50K,<=50K,0.390631397342524,<=50K,0.394
<=50K,<=50K,0.282552450465376,<=50K,0.118
<=50K,<=50K,0.390631397342524,<=50K,0.008
<=50K,<=50K,0.183296057386182,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.918
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.996
<=50K,<=50K,0.109654230217064,<=50K,0.042
<=50K,>50K,0.705533577111178,>50K,0.92
<=50K,<=50K,0.0515902504944718,<=50K,0.042
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,<=50K,0
>50K,<=50K,0.390631397342524,<=50K,0.202
>50K,>50K,0.705533577111178,>50K,0.946
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.02
<=50K,<=50K,0.390631397342524,<=50K,0.028
>50K,<=50K,0.419935791952983,>50K,0.87
<=50K,<=50K,0.0515902504944718,<=50K,0.024
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.116
>50K,<=50K,0.419935791952983,<=50K,0.494
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.142
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.419935791952983,>50K,0.864
>50K,<=50K,0.0515902504944718,<=50K,0.354
<=50K,<=50K,0.0515902504944718,<=50K,0.208
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.052
<=50K,<=50K,0.109654230217064,<=50K,0
>50K,<=50K,0.223917476691331,>50K,0.64
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.856
<=50K,<=50K,0.109654230217064,<=50K,0.154
<=50K,>50K,0.705533577111178,>50K,0.642
>50K,<=50K,0.223917476691331,>50K,0.764
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.01
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.95
<=50K,>50K,0.595706978359167,<=50K,0.462
>50K,>50K,0.705533577111178,>50K,0.826
>50K,>50K,0.705533577111178,>50K,0.924
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.390631397342524,<=50K,0.058
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.419935791952983,<=50K,0.112
<=50K,<=50K,0.390631397342524,<=50K,0.162
>50K,>50K,0.705533577111178,>50K,0.772
<=50K,>50K,0.705533577111178,>50K,0.53
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.122
<=50K,<=50K,0.223917476691331,<=50K,0.044
<=50K,>50K,0.705533577111178,>50K,0.974
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0.016
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,>50K,0.705533577111178,>50K,0.556
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,<=50K,0.223917476691331,>50K,0.842
>50K,>50K,0.705533577111178,>50K,0.89
>50K,<=50K,0.223917476691331,>50K,0.664
<=50K,<=50K,0.223917476691331,<=50K,0.03
<=50K,<=50K,0.109654230217064,<=50K,0.032
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.032
<=50K,<=50K,0.0515902504944718,<=50K,0.022
<=50K,<=50K,0.282552450465376,<=50K,0.136
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.390631397342524,<=50K,0.438
>50K,<=50K,0.390631397342524,>50K,0.674
>50K,>50K,0.98591203818769,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,>50K,0.52
<=50K,<=50K,0.390631397342524,<=50K,0.004
<=50K,<=50K,0.223917476691331,<=50K,0.05
>50K,<=50K,0.390631397342524,<=50K,0.41
>50K,>50K,0.705533577111178,>50K,0.796
